                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.4175,                 1.0464,                0.97137,                0.41234,                0.31909,                0.31119,                  0.179,                 1.3533,                 1.0047,                0.94349,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.4269,                 1.0478,                0.97315,                0.41476,                0.31873,                0.31105,                0.17909,                 1.3522,                 1.0033,                0.94348,               0.005545,               0.005545,               0.005545
                     92,                  1.407,                  1.037,                0.96873,                0.42163,                0.31483,                0.31108,                0.17947,                 1.3523,                 1.0025,                0.94379,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.4177,                 1.0427,                0.96875,                0.41829,                0.31907,                0.31329,                0.18069,                 1.3512,                 1.0011,                0.94346,               0.005446,               0.005446,               0.005446
                     94,                 1.4089,                  1.034,                0.96794,                0.42225,                0.32229,                 0.3142,                0.18101,                 1.3493,                0.99861,                0.94253,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.4156,                 1.0355,                0.96968,                0.41626,                0.32302,                0.31436,                0.18151,                 1.3484,                0.99731,                0.94198,               0.005347,               0.005347,               0.005347
                     96,                 1.4116,                 1.0374,                0.96684,                0.41975,                0.32221,                0.31472,                0.18161,                  1.347,                0.99514,                0.94211,              0.0052975,              0.0052975,              0.0052975
                     97,                  1.409,                 1.0278,                0.96478,                0.42241,                0.31932,                0.31521,                0.18166,                  1.345,                0.99395,                0.94167,               0.005248,               0.005248,               0.005248
                     98,                  1.405,                 1.0251,                0.96535,                0.42755,                0.31806,                0.31611,                0.18219,                 1.3444,                0.99412,                0.94141,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.4036,                 1.0285,                0.96506,                0.42138,                0.31925,                0.31737,                0.18244,                 1.3433,                0.99387,                0.94111,               0.005149,               0.005149,               0.005149
                    100,                 1.3988,                 1.0225,                0.96377,                0.42108,                0.32173,                 0.3174,                0.18185,                 1.3429,                0.99405,                0.94045,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.4014,                 1.0241,                0.96431,                0.42483,                0.32203,                 0.3174,                0.18227,                 1.3441,                0.99273,                0.94095,                0.00505,                0.00505,                0.00505
                    102,                 1.4004,                 1.0254,                0.96359,                0.42513,                0.32326,                0.31825,                0.18262,                 1.3453,                0.99133,                0.94092,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.3978,                 1.0219,                0.96357,                0.42454,                0.32324,                0.31881,                0.18312,                 1.3448,                0.98992,                0.94073,               0.004951,               0.004951,               0.004951
                    104,                 1.3987,                 1.0196,                0.96542,                 0.4215,                0.32589,                0.31938,                0.18339,                 1.3432,                0.98851,                0.93993,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3976,                 1.0163,                0.96182,                0.42471,                0.32568,                0.31931,                0.18361,                 1.3419,                0.98749,                0.93986,               0.004852,               0.004852,               0.004852
                    106,                 1.3951,                 1.0194,                 0.9647,                0.42529,                0.32345,                0.32012,                0.18373,                 1.3412,                0.98676,                0.94016,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3856,                   1.01,                0.96286,                0.42673,                0.32578,                0.31996,                0.18385,                 1.3412,                0.98548,                0.93944,               0.004753,               0.004753,               0.004753
                    108,                 1.3927,                 1.0152,                  0.963,                0.42545,                0.32491,                0.31965,                0.18419,                 1.3412,                0.98514,                0.93943,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.3882,                 1.0088,                 0.9625,                0.43187,                0.32109,                0.32051,                0.18413,                 1.3399,                0.98507,                 0.9395,               0.004654,               0.004654,               0.004654
                    110,                 1.3928,                 1.0093,                0.95926,                0.42619,                0.32381,                0.32009,                0.18404,                 1.3394,                0.98513,                0.93922,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.3963,                 1.0126,                0.96059,                0.41897,                0.32808,                0.32023,                0.18417,                 1.3388,                 0.9848,                 0.9389,               0.004555,               0.004555,               0.004555
                    112,                 1.3855,                 1.0073,                0.96124,                0.41417,                0.32997,                0.32089,                0.18469,                 1.3379,                0.98379,                0.93866,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.3892,                 1.0106,                0.96159,                0.41958,                0.32719,                0.32114,                0.18498,                 1.3368,                 0.9823,                0.93811,               0.004456,               0.004456,               0.004456
                    114,                 1.3813,                 1.0035,                0.95786,                0.42303,                 0.3269,                0.32163,                0.18507,                 1.3366,                 0.9822,                0.93809,              0.0044065,              0.0044065,              0.0044065
