                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                 1.4021,                 1.0302,                0.96754,                0.43265,                0.32239,                0.31978,                0.18508,                 1.3488,                0.99331,                0.94191,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.4174,                 1.0332,                 0.9652,                0.43388,                0.32138,                0.31991,                0.18523,                 1.3482,                0.99281,                0.94194,                0.00406,                0.00406,                0.00406
                    122,                 1.3999,                 1.0272,                0.96318,                0.44147,                0.31868,                0.32036,                 0.1853,                 1.3478,                0.99206,                0.94204,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3976,                 1.0206,                 0.9621,                0.44487,                0.31757,                 0.3204,                0.18528,                 1.3477,                0.99188,                0.94225,               0.003961,               0.003961,               0.003961
                    124,                 1.3978,                 1.0187,                0.96279,                0.43591,                0.32069,                0.32023,                0.18558,                 1.3478,                0.99167,                0.94209,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.3979,                 1.0231,                0.96062,                0.43988,                0.31782,                0.32059,                0.18566,                 1.3477,                0.99115,                0.94213,               0.003862,               0.003862,               0.003862
                    126,                 1.3944,                 1.0157,                0.96239,                0.44055,                0.32008,                0.32054,                0.18556,                 1.3482,                0.99069,                0.94215,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.4065,                 1.0245,                0.96341,                0.43965,                0.31913,                0.32021,                0.18567,                 1.3479,                0.99109,                 0.9423,               0.003763,               0.003763,               0.003763
                    128,                 1.3922,                  1.013,                0.96164,                0.43912,                0.32069,                0.32067,                0.18577,                 1.3466,                 0.9908,                0.94203,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.3934,                 1.0153,                0.96336,                0.43735,                0.32083,                0.32077,                0.18598,                 1.3463,                0.99066,                0.94207,               0.003664,               0.003664,               0.003664
                    130,                 1.3898,                 1.0117,                0.95883,                0.43646,                0.31951,                0.32034,                0.18563,                 1.3459,                0.99036,                0.94212,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.3913,                 1.0106,                 0.9595,                0.43792,                 0.3185,                0.32101,                0.18593,                 1.3456,                0.99008,                0.94187,               0.003565,               0.003565,               0.003565
                    132,                 1.3958,                 1.0131,                0.96275,                0.43548,                0.31838,                0.32066,                0.18581,                 1.3458,                0.98979,                0.94185,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.3897,                 1.0151,                0.96146,                0.43559,                0.31793,                0.32093,                0.18592,                  1.346,                0.98948,                0.94195,               0.003466,               0.003466,               0.003466
                    134,                  1.384,                 1.0079,                0.95922,                0.43529,                0.31889,                0.32113,                0.18594,                 1.3454,                 0.9894,                0.94175,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.3848,                 1.0049,                0.95953,                0.43481,                0.31872,                0.32136,                0.18628,                  1.345,                0.98904,                0.94155,               0.003367,               0.003367,               0.003367
                    136,                 1.3798,                 1.0038,                0.95898,                0.43778,                0.31829,                0.32157,                0.18676,                 1.3449,                0.98869,                0.94151,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.3835,                 1.0015,                0.95805,                0.43198,                0.32002,                 0.3218,                0.18684,                 1.3447,                0.98865,                 0.9415,               0.003268,               0.003268,               0.003268
                    138,                 1.3828,                 1.0031,                0.95731,                0.43097,                0.32105,                0.32189,                0.18694,                 1.3445,                0.98828,                0.94135,              0.0032185,              0.0032185,              0.0032185
                    139,                  1.382,                  0.999,                0.95867,                0.43206,                0.32141,                0.32211,                0.18708,                 1.3441,                 0.9878,                0.94109,               0.003169,               0.003169,               0.003169
                    140,                  1.382,                 1.0017,                0.95688,                0.43225,                0.32239,                0.32215,                0.18708,                 1.3436,                0.98761,                0.94092,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.3838,                0.99812,                0.95793,                0.43305,                0.32307,                0.32244,                0.18714,                 1.3435,                 0.9872,                0.94083,                0.00307,                0.00307,                0.00307
                    142,                 1.3783,                0.99558,                0.95787,                0.43327,                0.32369,                0.32268,                0.18704,                 1.3431,                0.98671,                0.94074,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.3769,                0.99414,                0.95625,                0.43308,                0.32498,                0.32273,                0.18718,                  1.343,                0.98653,                0.94071,               0.002971,               0.002971,               0.002971
                    144,                 1.3712,                0.99272,                  0.957,                  0.433,                0.32555,                0.32279,                0.18733,                 1.3428,                0.98611,                0.94063,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.3832,                0.99438,                0.95567,                0.43698,                0.32313,                0.32305,                0.18755,                 1.3424,                0.98592,                0.94059,               0.002872,               0.002872,               0.002872
                    146,                 1.3771,                0.99241,                0.95753,                0.43467,                0.32382,                0.32281,                0.18731,                  1.342,                0.98552,                 0.9404,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.3803,                0.99703,                0.95698,                0.43474,                0.32357,                0.32292,                0.18757,                 1.3415,                0.98524,                0.94016,               0.002773,               0.002773,               0.002773
                    148,                 1.3703,                0.98727,                0.95716,                0.43256,                0.32502,                0.32321,                0.18776,                 1.3411,                0.98487,                0.93985,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.3743,                0.98413,                 0.9553,                 0.4332,                0.32516,                0.32336,                0.18782,                  1.341,                0.98478,                0.93987,               0.002674,               0.002674,               0.002674
                    150,                 1.3731,                0.98844,                0.95742,                0.43253,                0.32548,                0.32345,                0.18783,                 1.3406,                0.98446,                0.93973,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.3652,                0.98331,                0.95537,                0.43037,                0.32624,                0.32341,                  0.188,                 1.3403,                0.98435,                0.93966,               0.002575,               0.002575,               0.002575
